[ID].json,label,statement,subject(s),speaker,speaker's job title,state info,party affiliation,barely true counts,false counts,half true counts,mostly true counts,pants on fire counts,venue
12495.json,mostly-true,Says Ron Johnson voted to turn Medicare into a voucher program.,"federal-budget,medicare,public-health",state-democratic-party-wisconsin,,Wisconsin,democrat,5,7,2,2,7,a radio ad
11858.json,mostly-true,Says Bernie Sanders advocated putting Iranian troops into Syria to try and resolve the conflict there. Putting them right on the doorstep of Israel.,foreign-policy,hillary-clinton,Presidential candidate,New York,democrat,40,29,69,76,7,"the Democratic debate in Durham, N.H."
296.json,mostly-true,Barack Obama's church gave a lifetime achievement award to Louis Farrakhan.,religion,chain-email,,,none,11,43,8,5,105,
6214.json,barely-true,Toothpaste contains the poison substance of fluoride.,"public-health,science",jim-bohl,Member of Milwaukee Common Council,Wisconsin,none,1,0,1,0,0,a news conference
673.json,TRUE,"Today, we import triple the amount of oil than we had on the day Senator McCain took office.",energy,barack-obama,President,Illinois,democrat,70,71,160,163,9,a speech at the Democratic National Convention in Denver
8351.json,half-true,"Shutdowns are a normal part of the constitutional process, with 12 shutdowns under Democratic House Speaker Tip ONeill and two during his own speakership.","federal-budget,history,pundits",newt-gingrich,"Co-host on CNN's ""Crossfire""",Georgia,republican,16,15,20,10,11,"a comment on CNN's ""Crossfire"""
8292.json,half-true,"Since 2007, Texas has gained 440,000 people while Maryland has lost 20,000.","population,pundits,states",newt-gingrich,"Co-host on CNN's ""Crossfire""",Georgia,republican,16,15,20,10,11,"a discussion on CNN's ""Crossfire"""
2565.json,half-true,Said state insurance commissioner candidate Ralph Hudgens fights hard to strip women of life-saving coverage such as mammograms.,"health-care,women",mary-squires,,Georgia,democrat,0,0,1,0,0,a newspaper interview
11888.json,mostly-true,"My two appointments to the Florida Supreme Court, Raul Cantero and Kenneth Bell, have earned reputations as its most consistent conservatives.",legal-issues,jeb-bush,,Florida,republican,17,5,17,24,2,a post on Medium
7131.json,barely-true,Says legislation supported by gay rights activists would strip mother and father from future Texas birth certificates.,"children,gays-and-lesbians,legal-issues",texas-values,,,none,1,1,0,0,0,"an interview aired by Austin’s KTBC-TV, Channel 7"
13338.json,barely-true,Says Gerald Daugherty advocated lowering the penalty for crimes like strangulation in domestic violence cases because they just throw more people into the jail system.,"crime,criminal-justice",david-holmes,"mediator, crisis communications consultant",Texas,democrat,1,0,0,0,0,a Facebook post and video
10498.json,pants-fire,"Mercury is used in vaccines, and there is no safe level of mercury.",public-health,mike-adams,,,none,0,0,0,0,1,a story making the rounds on social media
3402.json,TRUE,Says four-year terms for City Council members are the norm in most cities of our size.,city-government,lee-leffingwell,Austin mayor,Texas,democrat,1,0,4,1,0,State of the City address.
30.json,TRUE,"Tommy Thompson is the father of welfare reform, creating the groundbreaking Wisconsin Works program in Wisconsin that became the model for national and international reforms.",job-accomplishments,tommy-thompson,,Wisconsin,republican,6,8,2,5,3,the Web.
8172.json,TRUE,We now sell more products made in America to the rest of the world than ever before.,"corrections-and-updates,trade",barack-obama,President,Illinois,democrat,70,71,160,163,9,a speech on homeownership
6126.json,pants-fire,Theres no wildlife in the Arctic National Wildlife Refuge.,"energy,environment",dave-weldon,,Florida,republican,2,0,0,0,1,a statement on Central Florida News 13’s 'Political Connections'
12451.json,mostly-true,"Right now, in every major poll, national poll and statewide poll done in the last month, six weeks, we are defeating Trump, often by big numbersand always at a larger margin than Secretary Clinton is.","elections,polls",bernie-s,U.S. Senator,Vermont,independent,18,12,22,41,0,an interview on NBC's 'Meet the Press'
3052.json,barely-true,I have fought for our shared values without being an ideologue or a partisan,candidates-biography,chris-abele,Philanthropist,Wisconsin,none,3,5,4,4,2,a news conference announcing his candidacy for Milwaukee County executive
3605.json,TRUE,The costs of cancer and all affiliated issues are over $20 billion a year to this state.,health-care,jim-keffer,"President-EBAA Iron Sales, Inc.",Texas,republican,0,0,0,0,0,House floor remarks
2519.json,FALSE,On a cap-and-trade plan.,"cap-and-trade,climate-change,jobs",scott-bruun,State representative,Oregon,republican,2,1,0,0,0,a candidate forum
13374.json,FALSE,The left is blatantly attempting to disrupt Georgias elections.,elections,brian-kemp,Secretary of State,Georgia,republican,0,2,0,0,0,a tweet
10212.json,half-true,"Says Obamas net neutrality proposalputs the government in charge of determining Internet pricing, terms of service and what types of products and services can be delivered.","government-regulation,technology",ted-cruz,Senator,Texas,republican,36,33,15,19,8,a Facebook post
5632.json,TRUE,President Barack Obama reduced the cost of prescription drugs for nearly 3.6 million Americans in 2011.,"health-care,medicare,message-machine-2012",barack-obama,President,Illinois,democrat,70,71,160,163,9,a web video ad
10393.json,barely-true,Tampa Bay isleading the state in jobs creation.,"economy,florida,jobs",bob-buckhorn,,Florida,none,2,1,2,1,0,a campaign ad
116.json,half-true,"Earmarked dollars have doubled just since 2000, and more than tripled in the last 10 years.",federal-budget,john-mccain,U.S. senator,Arizona,republican,31,39,31,37,8,a campaign Web site.
11593.json,FALSE,Says Ted Cruz is a supporter of legalizing people that are in this country illegally and proposed giving them work permits.,immigration,marco-rubio,U.S. Senator,Florida,republican,33,24,32,35,5,remarks to reporters in South Carolina
8973.json,mostly-true,"Our economy (in Louisiana) has grown 50 percent faster than the national GDP, even since the national recession.",economy,bobby-jindal,Governor of Louisiana,Louisiana,republican,0,1,4,4,0,"an interview on MSNBC's ""Morning Joe"""
967.json,FALSE,On whether he wrote a provision that allowed AIG to dole out bonuses.,economy,chris-dodd,U.S. senator,Connecticut,democrat,0,0,3,3,0,a CNN interview.
5155.json,pants-fire,[The] ACLU and atheists in Denver are demanding the NFL stop [Tim Tebow] from praying on the sidelines.,"civil-rights,human-rights,legal-issues,pundits,religion,sports",john-depetro,Talk-show host,Rhode Island,talk-show-host,0,3,0,0,3,an assertion on his WPRO radio show
7004.json,half-true,"Lois Frankel spent over $13,000 in taxpayer money on a marble shower in a private bathroom with her own toilet.","candidates-biography,city-budget,city-government,message-machine-2012",adam-hasner,,Florida,republican,2,1,4,4,0,an ad
13498.json,pants-fire,"Wisconsin uses voting machines that are outlawed, they are illegal.","elections,legal-issues,technology",jill-stein,Presidential nominee,Massachusetts,green,0,1,0,0,1,a video
8217.json,mostly-true,Half of Oregon university students are on Pell Grants.,"education,poverty",jim-francesconi,Member of the State Board of Higher Education,Oregon,none,0,1,1,1,0,a guest column
7629.json,barely-true,"Says uncompensated health care costs absorbed by Texas hospitals are adding $1,800 a year to Texas private insurance rates.","health-care,public-health,state-budget,state-finances",nelson-wolff,Bexar County judge,Texas,democrat,1,0,0,0,0,a Texas Capitol press conference.
5467.json,half-true,Invested $90 million in traffic fixes without raising taxes.,"city-budget,city-government,transportation",lee-leffingwell,Austin mayor,Texas,democrat,1,0,4,1,0,a campaign mailer.
9959.json,TRUE,"Countries bombed: Obama 7, Bush 4","foreign-policy,military",ryan-lizza,,,none,0,0,0,0,0,a tweet
4894.json,FALSE,U.S. Rep. Debbie Wasserman Schultz has blamed the Republicans for the creation of Hamas.,israel,karen-harrington,restaurant owner,Florida,republican,0,1,1,0,0,an interview
3551.json,pants-fire,"A report in Navy Times said that 7.3 percent of Army, Navy and Marines have thought about attempting suicide.","afghanistan,military",tim-ryan,U.S. representative ,Ohio,democrat,0,0,0,5,1,a House committee hearing
4665.json,barely-true,We cut property taxes by one-third in the state of Texas while Ive been governor.,"new-hampshire-2012,taxes",rick-perry,Governor,Texas,republican,30,30,42,23,18,"a forum in Hampton, N.H."
7166.json,mostly-true,Says Texas passed a state Dream Act before any other state.,immigration,juan-hernandez,,Texas,republican,0,0,0,1,0,a Dallas Morning News blog post
2891.json,TRUE,"Hillsboroughs Public Transportation Commission has a rule that says cabbies have to wear socks. I mean, please. Come on.",government-efficiency,ronda-storms,State Senator,Florida,republican,0,0,0,0,0,a newspaper interview.
12337.json,barely-true,"Increasing the min. wage to $15 an hour would reduce spending on food stamps, public housing and other programs by over $7.6 billion a year.","economy,jobs",bernie-s,U.S. Senator,Vermont,independent,18,12,22,41,0,a tweet
12208.json,half-true,Says 80 journalists have been killed in Mexico in the last decade.,public-safety,jorge-ramos,News anchor for Univision,Florida,journalist,1,0,2,1,0,an interview on NPR
5827.json,barely-true,U.S. Rep. Allen West wants to bring back earmarks.,"candidates-biography,federal-budget,trade",democratic-congressional-campaign-committee,,,democrat,11,8,5,1,9,a press release
7590.json,barely-true,"Almost 1,000 people a day are moving to Florida because they are more free here than they are in some other states.","economy,population",will-weatherford,State Representative,Florida,republican,2,3,4,3,0,Americans for Prosperity-Florida rally
7693.json,mostly-true,Texas ranks 49th in per-pupil funding among the states.,"education,state-budget,state-finances,states",texas-association-school-boards,Organization,Texas,none,0,0,0,1,0,an advertisement.
1408.json,mostly-true,The Washington Times ... pointed out that we had succeeded where previous administrations had failed on spending cuts.,federal-budget,barack-obama,President,Illinois,democrat,70,71,160,163,9,a speech to House Democrats.
13482.json,half-true,"In Flint, Mich., the pipes still havent been replaced. The water is still poisoned.","infrastructure,public-health,urban,water",michael-moore,Documentary filmmaker,,none,2,5,1,6,0,"remarks on MSNBC's ""Morning Joe"""
1436.json,TRUE,"Here in Virginia, we have the opportunity to become the first state on the East Coast to explore for and produce oil and natural gas offshore.","energy,states",bob-mcdonnell,Governor,Virginia,republican,6,5,7,6,3,the Republican response to the State of the Union
11812.json,half-true,Donald Trumps decision to skip the Fox News/Google debate in Des Moines is near unprecedented.,debates,fox-news-channel,,,none,0,0,1,0,0,a news release
821.json,FALSE,The McCain campaign is roughly in the position where Vice President Gore was running against President Bush one week before the election of 2000.,elections,john-mccain,U.S. senator,Arizona,republican,31,39,31,37,8,remarks by chief strategist Steve Schmidt
